id,E_X_aic_ipctry_issue,E_X_trx_last,N_X_ip_ratio_den,N_X_n_deny_co,N_X_n_ina_issue_co,N_X_n_issue_co,N_X_n_trans_3d_co,N_X_ratio_acc_no_cb_co,N_X_ratio_deny_co,N_X_tot_amnt_3d_co,blacklist,whitelist,learning_label
10248915,1,2,0.11,0,1,1,1,0.5,0,1,0,0,0
10250610,1,0,0.272727273,0,2,1,0,1,0,0,0,0,0
10250889,1,0,-888888888,1,1,1,0,0.909090909,0.090909091,0,0,0,0
10251786,1,0,0.058823529,0,-999999999,-999999999,0,1,0,0,0,0,0
102521,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
102536,1,0,-888888888,0,1,1,1,1,0,704664,0,0,0
102539,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10254852,1,0,0.12,0,2,1,3,1,0,803700,0,0,0
10255173,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
10255470,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1026112,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1026172,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
10261758,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10262847,1,0,0.283783784,3,3,1,0,0.933333333,0.04,0,0,0,0
10265400,1,0,0,9,3,1,0,0.181818182,0.818181818,0,0,0,0
10265670,1,0,0,0,2,1,0,1,0,0,0,0,0
10267119,1,1,0.238636364,3,2,1,1,0.892857143,0.107142857,130868,0,0,0
10267131,1,0,0.285714286,1,3,1,0,0.5,0.5,0,0,0,0
10267659,1,0,0,3,5,1,1,0.777777778,0.166666667,494520,0,0,0
102684,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10270635,1,3,0.4,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10272594,1,1,0.5,9,2,1,5,0.642857143,0.321428571,20066190,0,0,0
1027338,1,0,0,0,1,1,2,1,0,121247,0,0,0
102745,1,0,0,0,2,1,2,1,0,420752,0,0,0
1027450,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10275369,1,0,0,3,5,1,2,0.943396226,0.056603774,338240,0,0,0
10275921,1,1,0,20,9,1,2,0.733333333,0.266666667,100000,0,0,0
1027644,1,0,0.16,0,2,1,0,1,0,0,0,0,0
10279095,1,3,0.153846154,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10279197,1,0,0.183333333,3,2,1,1,0.888888889,0.111111111,50000,0,0,0
1028542,1,2,0,0,5,1,0,0.791666667,0,0,0,0,0
10285806,1,0,-888888888,2,1,1,1,0.909090909,0.090909091,356394,0,0,0
1028644,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10286637,1,0,0.4,0,4,1,0,0.923076923,0,0,0,0,0
10286883,1,0,0.234615385,13,19,1,4,0.791044776,0.194029851,11273420,0,0,0
10286910,1,1,0.371428571,2,4,1,5,0.818181818,0.181818182,7034640,0,0,0
1029186,1,1,0,1,2,1,1,0.666666667,0.333333333,559379,0,0,0
10294167,1,1,0.25,1,1,1,0,0,1,0,0,0,0
1029426,1,0,0,0,3,1,0,1,0,0,0,0,0
102944,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10295157,1,0,0,0,2,1,0,1,0,0,0,0,0
102952,1,0,0.25,0,1,1,1,1,0,650942,0,0,0
10295721,1,2,0.133333333,2,6,1,0,0.75862069,0.068965517,0,0,0,0
10299615,1,0,0,1,1,1,3,0.99,0.01,626400,0,0,0
10302288,0,0,0.045454545,0,1,1,1,1,0,180601,0,0,0
1030384,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10304712,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
103050,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10305288,1,3,0.340425532,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10305750,1,0,0.5,0,3,1,0,1,0,0,0,0,0
1030664,1,1,0,2,1,1,0,0.5,0.5,0,0,0,0
10307316,1,1,-888888888,2,1,1,0,0.862068966,0.068965517,0,0,0,0
10307778,1,0,0.230769231,0,2,1,1,1,0,195669,0,0,0
10311165,1,0,0,0,1,1,1,1,0,166500,0,0,0
10311990,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
103123,1,0,0,0,1,1,1,1,0,187581,0,0,0
10315875,1,0,0,0,5,1,1,1,0,408081,0,0,0
10316322,1,0,0.15625,0,3,1,3,0.846153846,0,1472670,0,0,0
1031928,1,0,0.083333333,0,1,1,0,1,0,0,0,0,0
10319643,1,0,0.421052632,6,2,1,0,0.6,0.4,0,0,0,0
10320117,1,0,0.384615385,0,2,1,0,1,0,0,0,0,0
1032024,1,0,0.1,0,1,1,0,1,0,0,0,0,0
10320903,1,0,0.423076923,0,2,1,0,1,0,0,0,0,0
10324833,1,0,0.222222222,4,2,1,0,0.851851852,0.148148148,0,0,0,0
1032620,1,0,-888888888,0,0,1,0,1,0,0,0,0,0
10328406,1,0,0,0,1,1,0,1,0,0,0,0,0
1032902,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
1033144,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10331637,1,0,0.121212121,1,3,1,2,0.875,0.125,533912,0,0,0
10332285,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
10333644,1,0,0.050359712,0,3,1,0,0.666666667,0,0,0,0,0
10333977,1,0,0.133333333,32,1,1,0,0.03030303,0.96969697,0,0,0,0
1033524,1,0,0,0,1,1,0,1,0,0,0,0,0
10336254,1,0,0,2,4,1,2,0.807692308,0.076923077,2685910,0,0,0
103368,1,0,0.5,0,2,1,4,1,0,4125298,0,0,0
10342797,1,0,0.1125,0,2,1,0,0.727272727,0,0,0,0,0
10344501,1,0,0.238095238,0,4,1,0,1,0,0,0,0,0
1034710,1,0,0.081730769,5,2,1,1,0.8,0.2,50000,0,0,0
10347294,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
10350828,1,0,0.244897959,0,1,1,0,1,0,0,0,0,0
10351,1,0,0,0,-999999999,-999999999,3,1,0,269757,0,0,0
10351812,1,0,0.199134199,0,1,1,0,1,0,0,0,0,0
10351818,1,0,0.173333333,6,1,1,2,0.948275862,0.051724138,125000,0,0,0
10356036,1,0,0.111111111,0,1,1,0,1,0,0,0,0,0
1035614,1,0,0,1,2,1,0,0.5,0.5,0,0,0,0
10356558,1,0,0.212121212,0,2,1,0,0.952380952,0,0,0,0,0
10358061,1,0,0.058823529,0,1,1,0,1,0,0,0,0,0
10358847,1,0,0,4,4,1,0,0.833333333,0.166666667,0,0,0,0
10359225,1,0,0.2,7,4,1,1,0.631578947,0.368421053,50000,0,0,0
10359690,1,3,0.404761905,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10361637,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
1036260,1,1,0.253333333,4,2,1,4,0.428571429,0.571428571,7874373,0,0,0
103634,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1036666,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1036698,1,0,0,0,4,1,1,1,0,25000,0,0,0
10367610,1,3,0.257142857,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1036808,1,1,1,1,3,1,1,0.5,0.5,140165,0,0,0
10371279,1,0,0,7,2,1,3,0.922222222,0.077777778,410634,0,0,0
10376955,1,3,0.470588235,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1037752,1,0,0,0,1,1,0,1,0,0,0,0,0
1037840,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
10381170,1,0,0.236666667,2,2,1,0,0.826086957,0.086956522,0,0,0,0
10381323,1,0,0,0,1,1,1,1,0,197000,0,0,0
10381587,1,0,0,13,2,1,14,0.871559633,0.119266055,39943732,0,0,0
10385376,1,0,0.133333333,0,1,1,0,1,0,0,0,0,0
1038572,1,0,0,1,4,1,0,0.833333333,0.166666667,0,0,0,0
10387776,1,0,0.356666667,0,1,1,0,1,0,0,0,0,0
10388112,1,0,0.183333333,0,4,1,1,0.933333333,0,66990,0,0,0
10388124,0,0,0.111111111,8,1,1,1,0.7,0.266666667,4736000,0,0,0
1038982,1,0,0,0,2,1,1,1,0,100868,0,0,0
10389984,1,0,0.230769231,23,2,1,11,0.465116279,0.534883721,1801200,0,0,0
1039046,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
10390962,1,0,0.156666667,0,5,1,1,0.916666667,0,157325,0,0,0
10394097,1,0,0.264367816,0,2,1,0,1,0,0,0,0,0
10395690,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
10398657,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
10399671,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
10400355,1,0,-888888888,15,5,1,1,0.789115646,0.102040816,564000,0,0,0
10400706,1,0,0.173913043,3,3,2,1,0.862068966,0.103448276,238992,0,0,0
1040170,1,0,0.046511628,1,6,1,0,0.923076923,0.076923077,0,0,0,0
10401873,1,0,0.384615385,16,9,1,2,0.76,0.106666667,3311662,0,0,0
1040262,1,0,0,0,2,1,0,1,0,0,0,0,0
10402800,1,0,0.625,0,3,1,0,1,0,0,0,0,0
10402902,1,0,-888888888,0,1,1,1,0.888888889,0,176610,0,0,0
10403988,1,3,0.125,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10404693,1,0,0.143333333,5,3,1,8,0.736842105,0.263157895,1154462,0,0,0
10404945,1,1,0.12,2,2,1,2,0,1,686140,0,0,0
10406187,1,0,0.322222222,1,5,1,0,0.875,0.125,0,0,0,0
10410618,1,0,0.5,3,7,1,2,0.953846154,0.046153846,218715,0,0,0
10411866,1,0,0.5,0,1,1,1,1,0,107200,0,0,0
10412046,-999999999,0,0.100840336,0,2,1,1,1,0,50000,0,0,0
1041410,1,0,0,0,2,1,0,1,0,0,0,0,0
10414623,1,0,0.265306122,0,2,1,0,1,0,0,0,0,0
10417014,1,0,0.24137931,0,1,1,1,1,0,193865,0,0,0
10417467,1,0,0,3,1,1,1,0.884615385,0.115384615,222710,0,0,0
10420590,1,0,0.125,0,1,1,0,1,0,0,0,0,0
10421040,1,0,0.06,0,2,1,0,1,0,0,0,0,0
10421226,1,0,0.047619048,3,1,1,2,0.83,0.03,46315,0,0,0
1042140,1,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
10422267,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
10423389,1,0,0,0,2,1,0,1,0,0,0,0,0
10425069,1,0,0.038461538,0,3,1,1,1,0,66990,0,0,0
10425543,1,0,0,0,2,1,0,0.952380952,0,0,0,0,0
10426113,1,0,0,0,1,1,5,1,0,386005,0,0,0
1042702,1,0,0.01754386,0,3,1,0,1,0,0,0,0,0
10427373,1,0,0.375,0,2,1,1,1,0,109001,0,0,0
10427586,1,0,0.222222222,1,1,1,0,0.933333333,0.066666667,0,0,0,0
10430655,1,0,0.042016807,10,2,1,1,0.655172414,0.344827586,102000,0,0,0
10430949,1,0,0.2,1,4,1,0,0.913043478,0.043478261,0,0,0,0
1043132,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10431705,1,0,0.111111111,0,2,1,0,0.857142857,0,0,0,0,0
10431768,1,0,0.3,0,1,1,1,1,0,9325248,0,0,0
10432617,1,0,0.22,2,11,1,0,0.931034483,0.068965517,0,0,0,0
10433952,1,1,0.461538462,43,7,2,1,0.367647059,0.632352941,1249937,0,0,0
1043412,1,0,0.076923077,3,2,1,1,0.8125,0.1875,100000,0,0,0
10434141,1,0,0.177083333,0,1,1,1,1,0,102000,0,0,0
104344,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10435122,1,0,-888888888,2,2,1,0,0.857142857,0.142857143,0,0,0,0
10436,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10438110,1,0,0.193333333,1,4,1,0,0.933333333,0.066666667,0,0,0,0
10439406,1,0,0.090909091,0,1,1,0,1,0,0,0,0,0
10439607,1,0,0.16,0,3,1,0,1,0,0,0,0,0
10440393,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10440735,1,0,0.166666667,1,2,1,0,0.5,0.5,0,0,0,0
1044108,1,0,-888888888,4,3,1,0,0.9,0.1,0,0,0,0
10442631,1,0,-888888888,0,4,1,0,1,0,0,0,0,0
10443180,1,3,0.333333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
104454,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10446483,1,0,0,0,1,1,0,1,0,0,0,0,0
10447659,1,0,0.4,3,7,1,1,0.785714286,0.214285714,240221,0,0,0
10450185,1,0,-888888888,14,14,1,0,0.885245902,0.114754098,0,0,0,0
10451280,1,0,0.236666667,9,-999999999,-999999999,0,0.8625,0.1125,0,0,0,0
10451475,1,1,1,7,4,1,1,0.5,0.5,279500,0,0,0
1045558,1,1,0,1,3,1,0,0.947368421,0.052631579,0,0,0,0
10455738,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10456215,1,0,0.444444444,0,2,1,0,1,0,0,0,0,0
10456740,1,0,0.23943662,3,10,1,3,0.88372093,0.069767442,497049,0,0,0
1045726,1,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
10457277,1,0,0.448275862,0,1,1,0,1,0,0,0,0,0
10457922,1,0,-888888888,2,2,1,0,0.666666667,0.333333333,0,0,0,0
10459380,1,0,-888888888,0,2,1,0,0.9,0,0,0,0,0
104603,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10460694,1,0,-888888888,1,4,1,1,0.8,0.05,233450,0,0,0
10461762,1,0,0,6,2,1,0,0.863636364,0.136363636,0,0,0,0
10463175,1,2,0.153846154,0,1,1,1,0.666666667,0,178579,0,0,0
10464120,1,0,-888888888,1,1,1,1,0.928571429,0.071428571,97900,0,0,0
104665,1,0,0,0,2,1,0,1,0,0,0,0,0
10470363,1,0,-888888888,2,2,1,0,0.714285714,0.285714286,0,0,0,0
10471908,1,1,0.283105023,11,2,1,1,0.153846154,0.846153846,429500,0,0,0
10472310,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10473087,1,0,0.090909091,3,1,1,11,0.825,0.075,1563129,0,0,0
10473786,1,1,0.133333333,62,12,1,1,0.371428571,0.59047619,1696900,0,0,0
10478112,1,0,0.25,0,2,1,0,1,0,0,0,0,0
10478181,1,0,0.2,1,6,1,2,0.857142857,0.142857143,1430376,0,0,0
10478796,1,0,0.343333333,13,3,1,1,0.818181818,0.168831169,222500,0,0,0
10479735,1,1,1,5,2,1,1,0.571428571,0.357142857,2114245,0,0,0
10479822,1,1,0.322580645,2,1,1,0,0.846153846,0.153846154,0,0,0,0
10481769,1,0,0.611111111,4,4,1,0,0.6,0.4,0,0,0,0
1048314,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10484259,1,0,0.214285714,3,4,1,0,0.823529412,0.176470588,0,0,0,0
10485135,1,0,0,0,3,1,0,1,0,0,0,0,0
10485975,1,0,0,16,11,1,0,0.608695652,0.347826087,0,0,0,0
10486779,1,1,0.117647059,20,5,1,1,0.672131148,0.327868852,202000,0,0,0
104870,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10489179,1,0,0.146666667,33,20,1,5,0.704347826,0.286956522,4207500,0,0,0
10489680,1,1,0.207792208,1,1,1,0,0.75,0.25,0,0,0,0
10490346,0,0,0,0,1,1,1,1,0,247500,0,0,0
10490526,1,3,0.5,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10490673,1,0,0.181818182,11,5,1,5,0.633333333,0.366666667,3296416,0,0,0
10491540,1,0,0.071428571,1,1,1,0,0.75,0.25,0,0,0,0
10491963,1,1,-888888888,3,1,1,0,0,1,0,0,0,0
1049200,1,3,0.082125604,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10493118,1,0,0.111111111,0,4,1,1,1,0,85260,0,0,0
10494099,1,0,0.252631579,0,1,1,0,1,0,0,0,0,0
10494993,1,0,0.193333333,0,1,1,0,0.972222222,0,0,0,0,0
10495638,1,0,0.243333333,34,4,1,4,0.63,0.34,472990,0,0,0
10495674,1,0,0,0,1,1,1,1,0,3912688,0,0,0
1049578,1,0,-888888888,4,2,1,0,0.714285714,0.285714286,0,0,0,0
10495971,1,1,0.857142857,3,4,1,1,0.8,0.2,563325,0,0,0
10496781,1,0,0.1,33,1,1,2,0.653061224,0.336734694,97441,0,0,0
10498548,1,0,0.166666667,0,3,1,2,1,0,234465,0,0,0
10500222,1,0,0.142857143,0,3,1,0,1,0,0,0,0,0
10500795,1,0,0.153333333,3,3,1,0,0.8125,0.1875,0,0,0,0
1050146,1,0,0.222222222,0,1,1,0,1,0,0,0,0,0
10501515,1,0,0,2,5,1,0,0.6875,0.125,0,0,0,0
10501602,1,1,0.048780488,3,3,1,0,0.428571429,0.428571429,0,0,0,0
10502214,1,0,0,0,2,1,0,1,0,0,0,0,0
10502349,1,0,0.393939394,2,1,1,0,0.882352941,0.117647059,0,0,0,0
10503150,1,0,0.2,4,5,1,0,0.827586207,0.137931034,0,0,0,0
10503177,1,0,0,0,6,1,0,1,0,0,0,0,0
1050418,1,0,0,10,3,1,1,0.85915493,0.14084507,50672,0,0,0
10504185,0,0,0.18,0,1,1,1,1,0,200000,0,0,0
10505007,1,0,0,0,2,1,0,1,0,0,0,0,0
10506765,1,0,0.317073171,1,4,1,0,0.947368421,0.052631579,0,0,0,0
10508838,1,0,0.256666667,0,-999999999,-999999999,1,1,0,385000,0,0,0
10511979,1,0,0.178694158,0,1,1,1,1,0,133980,0,0,0
10513026,1,0,0.323529412,0,1,1,0,1,0,0,0,0,0
10514703,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
1051528,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
10516074,1,0,0.37037037,0,4,1,0,1,0,0,0,0,0
10519203,1,0,0.126666667,0,3,1,0,1,0,0,0,0,0
1051960,1,0,-888888888,1,2,1,0,0.952380952,0.047619048,0,0,0,0
10522278,1,0,0,0,2,1,1,1,0,720707,0,0,0
10525140,1,0,0.355555556,14,16,1,2,0.745454545,0.254545455,3984000,0,0,0
10525731,1,1,0.231578947,7,7,1,0,0.5,0.5,0,0,0,0
1052776,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
1052830,1,0,0,0,1,1,3,1,0,333878,0,0,0
10531545,-999999999,0,0.096385542,1,4,1,0,0.909090909,0.090909091,0,0,0,0
10532082,1,0,0.192307692,5,4,1,0,0.807692308,0.192307692,0,0,0,0
10533969,1,0,0.131578947,0,2,1,0,1,0,0,0,0,0
10536687,1,3,0.285714286,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10537509,1,1,0.186666667,3,1,1,0,0.25,0.75,0,0,0,0
10539564,1,0,-888888888,1,1,1,2,0.933333333,0.066666667,428068,0,0,0
10539684,1,0,0.29,43,24,2,3,0.527027027,0.290540541,1500,0,0,0
10541619,1,0,0.163636364,2,1,1,0,0.931034483,0.068965517,0,0,0,0
10545060,1,0,0.266666667,0,1,1,0,1,0,0,0,0,0
10548693,1,0,0.21,0,1,1,1,1,0,299000,0,0,0
10548915,1,0,0.19,0,2,1,0,1,0,0,0,0,0
1055114,1,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
1055308,1,0,0,0,2,1,0,1,0,0,0,0,0
10553898,1,0,-888888888,2,2,1,0,0.904761905,0.047619048,0,0,0,0
10554300,1,0,0.363636364,3,1,1,2,0.936170213,0.063829787,95200,0,0,0
10555416,1,0,0,0,1,1,0,1,0,0,0,0,0
10556040,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10557597,1,3,0.13,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10558566,1,1,0.166666667,9,1,1,0,0,1,0,0,0,0
10558710,1,0,0.310679612,1,2,1,0,0.8,0.2,0,0,0,0
10559277,1,0,0,1,2,1,0,0.956521739,0.043478261,0,0,0,0
10559295,1,0,0.263333333,0,1,1,1,0.96875,0,100000,0,0,0
10563150,1,0,0,0,1,1,0,1,0,0,0,0,0
10563612,1,0,0.316666667,20,5,1,0,0.571428571,0.408163265,0,0,0,0
1056432,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10565391,1,0,0,3,2,1,1,0.892857143,0.107142857,6699999,0,0,0
1056950,1,0,0,0,3,1,2,0.714285714,0,113568,0,0,0
105705,1,0,0,0,4,1,2,1,0,162535,0,0,0
10570557,0,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
1057160,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
10572162,1,0,-888888888,1,2,1,0,0.833333333,0.055555556,0,0,0,0
10574631,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
105758,1,0,0,0,2,1,5,1,0,2700535,0,0,0
1057588,1,0,0.081632653,0,1,1,0,1,0,0,0,0,0
10576848,1,1,0.279411765,6,2,1,0,0.625,0.375,0,0,0,0
1057724,1,0,0.2,0,1,1,0,1,0,0,0,0,0
10577415,1,0,0.38,0,2,1,0,1,0,0,0,0,0
10577550,1,0,0.2,6,4,1,1,0.681818182,0.272727273,229390,0,0,0
10578144,1,0,0.333333333,0,4,1,0,1,0,0,0,0,0
10578915,1,0,0.244444444,0,2,1,1,1,0,100485,0,0,0
10579713,1,0,0,1,3,1,2,0.8,0.028571429,847697,0,0,0
10581759,1,0,0.18,0,1,1,0,1,0,0,0,0,0
10582776,1,0,-888888888,0,3,1,1,1,0,95410,0,0,0
1058480,1,0,0,2,3,1,0,0.777777778,0.222222222,0,0,0,0
10585032,1,3,-888888888,-888888888,-999999999,-999999999,0,-888888888,-888888888,0,0,0,0
10585317,1,0,0.12244898,0,2,1,0,0.857142857,0,0,0,0,0
10588038,1,0,0,16,8,1,2,0.871212121,0.121212121,75000,0,0,0
10589361,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10591080,1,0,0,0,2,1,0,1,0,0,0,0,0
10591254,1,0,0.102564103,1,4,1,2,0.916666667,0.083333333,477160,0,0,0
10591830,1,0,0,13,3,1,0,0.763636364,0.236363636,0,0,0,0
10592484,1,0,0.259259259,0,1,1,1,1,0,2500000,0,0,0
1059418,1,0,0,0,3,1,0,1,0,0,0,0,0
10594728,1,0,0.3,2,1,1,0,0.935483871,0.064516129,0,0,0,0
10595844,1,0,0.259259259,0,6,1,1,1,0,838948,0,0,0
10597284,1,3,0.244444444,-888888888,-999999999,-999999999,0,-888888888,-888888888,0,0,0,0
10601835,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
106022,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10603659,1,0,0.111111111,6,5,1,1,0.842105263,0.157894737,313200,0,0,0
1060418,1,0,0.090909091,7,2,1,0,0.681818182,0.318181818,0,0,0,0
10604313,1,1,0.275,1,3,1,0,0.5,0.5,0,0,0,0
10604697,1,1,0.136363636,3,2,1,0,0.823529412,0.176470588,0,0,0,0
10605390,1,0,0,0,1,1,0,1,0,0,0,0,0
1060548,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10606701,0,0,0.02,28,1,1,16,0.72,0.28,88233000,0,0,0
10608108,1,0,0.416666667,0,2,1,1,1,0,141200,0,0,0
10608168,1,3,0.25,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
106090,0,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1061056,1,0,0.12195122,19,1,1,0,0.5,0.5,0,0,0,0
10611732,1,0,0.2,8,6,1,2,0.888888889,0.111111111,791432,0,0,0
10613784,1,0,-888888888,0,0,1,0,1,0,0,0,0,0
1061400,1,0,0,1,3,1,1,0.944444444,0.055555556,99419,0,0,0
10615632,1,0,0.25,0,2,1,0,1,0,0,0,0,0
10615950,1,0,0.047619048,1,2,1,1,0.947368421,0.052631579,50000,0,0,0
10616799,0,0,0.242857143,0,2,1,0,1,0,0,0,0,0
1061686,1,0,-888888888,0,3,1,0,0.972222222,0,0,0,0,0
1061762,1,2,0,0,1,1,1,0,0,102000,0,0,0
10619982,1,0,0,0,1,1,0,1,0,0,0,0,0
1062166,1,0,0,0,5,1,0,1,0,0,0,0,0
10622400,1,1,0.333333333,11,8,1,1,0.853333333,0.146666667,886338,0,0,0
10622553,0,0,0.2,2,6,1,0,0.892857143,0.071428571,0,0,0,0
10625448,1,0,0.1,0,2,1,0,1,0,0,0,0,0
10627272,1,0,0,19,4,1,5,0.791666667,0.197916667,320848,0,0,0
10628481,1,0,0,2,3,1,0,0.963636364,0.036363636,0,0,0,0
10631856,0,1,0.347826087,1,1,1,2,0.5,0.5,440000,0,0,0
10633713,1,2,0,0,1,1,0,0.75,0,0,0,0,0
10636791,1,0,0,0,2,1,0,1,0,0,0,0,0
10639128,1,0,-888888888,2,4,1,1,0.913043478,0.086956522,220000,0,0,0
10640226,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
1064578,1,0,0,0,5,1,1,1,0,130550,0,0,0
10646040,1,0,0,15,4,1,0,0.75,0.25,0,0,0,0
10646184,1,0,0.088235294,0,2,1,1,1,0,87400,0,0,0
10649733,1,0,0.428571429,4,2,1,0,0.918367347,0.081632653,0,0,0,0
1064994,1,0,0.152542373,0,6,1,0,1,0,0,0,0,0
106506,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10650798,1,0,0.380952381,0,1,1,0,1,0,0,0,0,0
106510,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10652835,1,1,1,3,1,1,2,0.625,0.375,3477201,0,0,0
1065634,0,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
10656480,1,1,0.52,4,3,1,2,0.428571429,0.571428571,220000,0,0,0
1065682,1,3,0.035714286,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10656915,1,0,0,0,2,1,0,1,0,0,0,0,0
10657539,1,0,0.107142857,0,1,1,0,1,0,0,0,0,0
1065828,1,0,0.032258065,0,1,1,0,1,0,0,0,0,0
106585,1,0,0,0,1,1,1,1,0,1239229,0,0,0
10658781,1,1,0.203333333,7,4,1,2,0.65,0.35,585000,0,0,0
10659495,1,0,0.518518519,1,2,1,0,0.5,0.5,0,0,0,0
10659792,1,0,0.347826087,0,1,1,0,1,0,0,0,0,0
1065992,1,0,0,0,2,1,0,1,0,0,0,0,0
1066126,1,0,0,0,0,1,1,1,0,310437,0,0,0
10661640,1,0,0.298076923,0,2,1,0,1,0,0,0,0,0
10663482,1,0,0.276595745,1,2,1,1,0.5,0.5,243600,0,0,0
10664535,1,0,-888888888,0,1,1,1,1,0,1513400,0,1,0
10666905,1,3,0.25974026,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
106688,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
10668801,1,0,0.25,3,2,1,0,0.75,0.15,0,0,0,0
10668912,1,0,0.076923077,2,5,1,0,0.931818182,0.045454545,0,0,0,0
1066972,1,0,0.153846154,6,1,1,0,0.611111111,0.333333333,0,0,1,0
10671744,1,0,0,1,2,1,2,0.666666667,0.111111111,181178,0,0,0
10671783,1,2,0.230769231,0,1,1,0,0.875,0,0,0,0,0
10673190,1,0,-888888888,0,2,1,2,0.909090909,0,221745,0,0,0
10673409,1,0,0.407407407,0,1,1,0,1,0,0,0,0,0
10675014,1,0,0,0,3,1,0,1,0,0,0,0,0
10675296,1,3,0.222222222,-888888888,1,1,0,-888888888,-888888888,0,0,1,0
