id,E_X_aic_ipctry_issue,E_X_trx_last,N_X_ip_ratio_den,N_X_n_deny_co,N_X_n_ina_issue_co,N_X_n_issue_co,N_X_n_trans_3d_co,N_X_ratio_acc_no_cb_co,N_X_ratio_deny_co,N_X_tot_amnt_3d_co,blacklist,whitelist,learning_label
12787371,1,0,0.26744186,0,1,1,1,1,0,3627000,0,0,0
12787881,1,0,0.210526316,0,2,1,0,1,0,0,0,0,0
12787890,1,3,1,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1278799,1,0,0.154411765,0,2,1,0,1,0,0,0,0,0
12789393,1,0,0.142857143,0,1,1,1,1,0,50000,0,0,0
12790185,1,0,0.366666667,0,1,1,0,0.916666667,0,0,0,0,0
12790575,1,0,-888888888,4,5,1,0,0.75,0.25,0,0,0,0
12791457,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
12791910,1,0,0.288888889,0,2,1,0,1,0,0,0,0,0
12791964,1,3,0.225,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1279227,1,0,0.113333333,0,1,1,0,1,0,0,0,0,0
1279324,-999999999,0,0.366336634,0,2,1,1,1,0,2198700,0,0,0
12793782,0,0,0.146666667,0,3,1,0,1,0,0,0,0,0
12794925,1,1,-888888888,1,2,1,0,0,1,0,0,0,0
12795051,1,0,0.423913043,0,1,1,0,1,0,0,0,0,0
12796971,1,0,0.333333333,0,1,1,0,1,0,0,0,0,0
12797205,1,0,0.5,1,3,1,2,0.974358974,0.025641026,14450,0,0,0
1279778,1,0,0,0,1,1,1,1,0,260000,0,0,0
1279805,1,1,0,1,1,1,0,0,1,0,0,0,0
1279821,1,0,0.173010381,1,1,1,0,0.666666667,0.333333333,0,0,0,0
12799218,1,0,0.275862069,0,2,1,0,1,0,0,0,0,0
12800427,1,0,-888888888,2,1,1,0,0.714285714,0.285714286,0,0,0,0
1280265,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12803517,1,0,0.175,0,1,1,0,1,0,0,0,0,0
1280355,1,0,0.5,0,1,1,0,1,0,0,0,0,0
1280406,1,0,-888888888,0,4,1,0,1,0,0,0,0,0
12804414,1,0,0.24,3,4,1,5,0.980645161,0.019354839,116800,0,0,0
12804534,1,0,0.333333333,4,1,1,3,0.927272727,0.072727273,69000,0,0,0
1280472,1,0,0,1,2,1,0,0.666666667,0.333333333,0,0,0,0
1280528,1,0,0,0,2,1,0,1,0,0,0,0,0
12806112,1,0,0.333333333,0,2,1,0,1,0,0,0,0,0
12806457,1,0,0,0,1,1,2,1,0,268588,0,0,0
1280717,1,0,0.097560976,0,1,1,2,1,0,150000,0,0,0
128072,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
1280801,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12808041,1,0,0.566037736,0,3,1,0,1,0,0,0,0,0
12808476,1,0,0.125,5,2,1,0,0.375,0.625,0,0,0,0
12808998,1,0,0.215384615,0,2,1,0,1,0,0,0,0,0
12809118,1,0,-888888888,2,4,1,0,0.777777778,0.222222222,0,0,0,0
12810402,1,0,0.321428571,0,1,1,0,1,0,0,0,0,0
12811206,1,0,0.161290323,0,3,1,0,1,0,0,0,0,0
1281137,1,0,0,0,1,1,1,1,0,170000,0,0,0
12812055,1,0,0.111111111,4,9,1,2,0.833333333,0.083333333,341040,0,0,0
1281329,1,0,-888888888,19,3,1,2,0.68852459,0.31147541,100000,0,0,0
12813408,1,0,0.28,0,2,1,1,1,0,608744,0,0,0
1281647,1,0,-888888888,1,3,1,0,0.972222222,0.027777778,0,0,0,0
128172,1,0,0,0,1,1,1,1,0,661417,0,0,0
12817746,1,1,0.23,1,2,1,1,0,1,260000,0,0,0
1281798,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
128181,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12819585,1,0,0.178571429,2,4,1,1,0.863636364,0.090909091,50000,0,0,0
1282020,1,3,0.11328125,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12820698,1,0,0.294117647,4,1,1,0,0.923076923,0.076923077,0,0,0,0
1282101,1,1,1,18,3,1,8,0.714285714,0.285714286,2762817,0,0,0
12821376,1,0,0.156666667,7,81,3,100,0.930693069,0.069306931,16244100,0,0,0
1282215,1,0,0,0,1,1,0,1,0,0,0,0,0
12822162,1,0,0,0,1,1,0,1,0,0,0,0,0
1282251,1,0,-888888888,0,1,2,0,1,0,0,0,0,0
12822771,1,1,0.193333333,3,1,1,0,0.5,0.5,0,0,0,0
12824343,1,0,0,3,3,1,0,0.666666667,0.333333333,0,0,0,0
1282466,1,0,0,2,2,1,3,0.882352941,0.117647059,105000,0,0,0
12825141,1,0,0.302325581,0,1,1,1,1,0,23000,0,0,0
12825519,1,0,0,0,3,1,0,1,0,0,0,0,0
12825960,0,3,0.338028169,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
12826374,1,0,0,0,2,1,1,1,0,170000,0,0,0
12827475,1,0,0,0,0,1,1,1,0,2374000,0,0,0
12830985,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
12831213,1,0,1,0,1,1,0,0.965517241,0,0,0,0,0
1283223,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
128357,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12837348,1,0,0.151515152,0,1,1,1,1,0,236250,0,0,0
1283738,1,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
12837807,1,0,0.13,1,3,1,0,0.916666667,0.083333333,0,0,0,0
12838368,1,0,-888888888,0,6,1,0,1,0,0,0,0,0
12838653,1,0,0.25,4,7,1,20,0.953488372,0.046511628,119475,0,0,0
12839337,1,0,0,1,2,1,0,0.75,0.25,0,0,0,0
1284039,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
1284241,1,3,0.112676056,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1284323,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
1284399,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12844533,1,0,0,0,1,1,0,1,0,0,0,0,0
12844860,1,0,0.114285714,0,1,1,0,0.857142857,0,0,0,0,0
12845265,1,0,0.163333333,11,2,1,0,0.859813084,0.102803738,0,0,0,0
1284530,1,0,0,0,2,1,3,1,0,253000,0,0,0
12845793,1,0,0.125,0,3,1,3,0.625,0,236495,0,0,0
12846177,1,3,0.222222222,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12846360,1,0,0.107142857,0,2,1,0,1,0,0,0,0,0
12846612,1,0,0.361111111,0,1,1,1,1,0,1118055,0,0,0
12846774,1,0,0.333333333,0,1,1,0,1,0,0,0,0,0
1284679,1,0,0,0,4,1,0,1,0,0,0,0,0
12847,1,3,0,-888888888,-999999999,-999999999,0,-888888888,-888888888,0,0,0,0
12847404,1,0,0,1,3,1,0,0.8,0.2,0,0,0,0
12848406,1,0,0.375,8,1,1,0,0.6,0.4,0,0,0,0
12848703,1,0,0,1,1,1,4,0.99,0.01,1033558,0,0,0
12849018,1,0,0.428571429,0,1,1,0,1,0,0,0,0,0
12849285,1,0,0.346153846,0,1,1,0,1,0,0,0,0,0
128505,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12851838,1,0,0.210526316,0,2,1,1,0.8,0,142100,0,0,0
1285190,1,0,0,0,1,1,0,1,0,0,0,0,0
1285367,1,0,-888888888,2,1,1,0,0.866666667,0.133333333,0,0,0,0
12853818,0,0,0.186666667,0,2,1,0,1,0,0,0,0,0
1285446,1,0,0,0,1,1,4,1,0,1350000,0,0,0
1285479,1,0,1,3,3,1,0,0.909090909,0.090909091,0,0,0,0
12856395,1,0,0,0,1,1,1,0.923076923,0,198000,0,0,0
1285644,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
128566,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1285706,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1285801,1,0,-888888888,0,4,1,0,1,0,0,0,0,0
1285894,1,3,0.079207921,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12859959,0,2,0.236666667,0,2,1,1,0.85,0,400000,0,0,0
12860172,1,0,0.125,0,1,1,0,1,0,0,0,0,0
1286359,0,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12863919,1,0,-888888888,3,1,1,1,0.896551724,0.103448276,50000,0,0,0
1286416,1,3,0.026666667,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12864771,1,0,0.275862069,0,2,1,0,1,0,0,0,0,0
12864921,1,0,0,10,5,1,1,0.845070423,0.14084507,100000,0,0,0
12865902,1,0,-888888888,1,4,1,0,0.75,0.25,0,0,0,0
12865962,1,0,0.294117647,0,2,1,0,1,0,0,0,0,0
1286821,1,0,0.058252427,1,11,1,1,0.956521739,0.043478261,169268,0,0,0
12868515,1,0,0.333333333,1,1,1,0,0.888888889,0.111111111,0,0,0,0
1286991,1,0,0.052631579,30,3,1,2,0.523809524,0.476190476,100000,0,0,0
1287067,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12870675,1,0,-888888888,0,1,1,2,0.666666667,0,207568,0,0,0
12871746,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12873483,1,3,0.666666667,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12874425,1,0,0,2,5,1,1,0.857142857,0.071428571,17000,0,0,0
1287511,-999999999,0,0.043478261,0,1,1,1,1,0,194300,0,0,0
12875685,1,0,0,1,1,1,0,0.857142857,0.142857143,0,0,0,0
12878070,1,2,0,0,2,1,3,0.888888889,0,412090,0,0,0
12879183,1,1,0.25,8,2,1,4,0.780487805,0.195121951,953580,0,0,0
12880194,1,0,0,0,1,1,2,1,0,1892333,0,0,0
12881298,1,0,0.375,0,1,1,0,1,0,0,0,0,0
128814,1,0,0.571428571,0,2,1,2,1,0,82500,0,0,0
12883476,1,0,0.28125,6,4,1,0,0.953642384,0.039735099,0,0,0,0
12884736,1,0,0.421052632,3,7,1,0,0.857142857,0.142857143,0,0,0,0
12885402,1,0,0.142857143,0,1,1,1,1,0,312352,0,0,0
12885810,1,0,0.426470588,0,2,1,0,1,0,0,0,0,0
1288601,1,3,0.075949367,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12886212,1,0,0.182692308,0,1,1,0,0.9375,0,0,0,0,0
12886914,1,0,0.266666667,3,5,1,3,0.75,0.25,640000,0,0,0
12889866,1,0,-888888888,0,1,1,0,0.75,0,0,0,0,0
12890121,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
12890493,1,1,0.4,3,2,1,0,0.571428571,0.428571429,0,0,0,0
12891789,1,0,0.090909091,44,4,1,10,0.557692308,0.423076923,11444000,0,0,0
12892308,1,0,0,3,5,1,0,0.9,0.1,0,0,0,0
1289357,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
12893781,1,0,0.230769231,1,1,1,0,0.888888889,0.111111111,0,0,0,0
12894933,1,0,0.229166667,0,1,1,1,0.96969697,0,161850,0,0,0
12895032,1,0,0,0,2,1,0,1,0,0,0,0,0
12895152,0,3,0.117647059,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
12895278,1,0,0.123333333,4,2,1,2,0.932432432,0.054054054,200000,0,0,0
12895395,1,1,1,1,3,1,1,0.947368421,0.052631579,51765,0,0,0
1289543,0,0,-888888888,0,0,1,0,1,0,0,0,0,0
12896367,1,2,-888888888,0,5,1,4,0.8,0,3220805,0,0,0
12898335,1,0,1,0,3,1,0,1,0,0,0,0,0
129005,0,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12902589,1,0,0.125,0,1,1,0,1,0,0,0,0,0
12904029,1,0,0.183333333,0,2,1,1,1,0,23000,0,0,0
129041,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12905238,0,0,0.25,2,3,1,0,0.88,0.08,0,0,0,0
12905823,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
12906363,1,0,0.138047138,1,1,1,0,0.909090909,0.090909091,0,0,0,0
12906624,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
12906954,1,0,0.233333333,4,2,1,0,0.9,0.1,0,0,0,0
129080,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12908469,1,0,0,9,2,1,2,0.678571429,0.321428571,125000,0,0,0
1290937,1,0,0,0,2,1,0,1,0,0,0,0,0
12910767,1,0,0.5,2,5,1,0,0.964912281,0.035087719,0,0,0,0
1291125,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
12913089,1,3,0.333333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12914310,1,1,0.367647059,8,7,1,0,0.529411765,0.470588235,0,0,0,0
12915012,1,0,0,0,1,1,0,1,0,0,0,0,0
12915456,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
12916950,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
12923982,1,0,0.16,0,4,1,0,1,0,0,0,0,0
129277,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12929532,1,0,0.193333333,0,2,1,1,1,0,6500,0,0,0
12929601,1,0,0.333333333,2,1,1,1,0.9,0.1,132500,0,0,0
1292983,1,0,0.056603774,0,1,1,0,0.961538462,0,0,0,0,0
12931926,1,3,0.294117647,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12932358,1,0,0.6,4,3,1,0,0.851851852,0.148148148,0,0,0,0
1293433,1,0,0.147368421,0,2,1,1,1,0,100000,0,0,0
12935124,1,1,0.666666667,2,3,1,3,0.857142857,0.142857143,60699416,0,0,0
12935904,1,0,0.14,1,2,1,0,0.666666667,0.333333333,0,0,0,0
12936900,1,0,0.5,0,2,1,0,1,0,0,0,0,0
12937635,0,0,0.24,0,1,1,0,1,0,0,0,0,0
12938844,1,0,0,1,2,1,2,0.940594059,0.00990099,539635,0,0,0
12939333,1,3,0.052631579,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12941382,1,0,0.25,6,2,1,0,0.684210526,0.315789474,0,0,0,0
12941694,1,0,0.150684932,0,2,1,0,1,0,0,0,0,0
12942042,1,0,0.111111111,0,2,1,0,1,0,0,0,0,0
12942111,1,0,0,0,1,1,0,1,0,0,0,0,0
12942822,1,0,0.5,5,3,1,0,0.736842105,0.263157895,0,0,0,0
12945342,1,0,-888888888,3,2,1,0,0.7,0.3,0,0,0,0
1294577,1,0,0.081300813,0,2,1,0,1,0,0,0,0,0
12946476,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12947763,1,0,0.117647059,0,2,1,0,0.928571429,0,0,0,0,0
1294957,1,3,0.043478261,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12949863,1,3,0.35,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12952776,1,1,0.2,3,2,1,0,0,1,0,0,0,0
1295367,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1295429,1,0,0.0625,0,1,1,0,1,0,0,0,0,0
12955137,1,0,0.166666667,0,3,1,0,1,0,0,0,0,0
12955191,1,0,0,2,8,1,1,0.941176471,0.058823529,640151,0,0,0
12958218,1,0,0.238095238,0,2,1,0,0.928571429,0,0,0,0,0
12960249,1,1,0.6,5,2,1,3,0.791666667,0.208333333,2335338,0,0,0
12961158,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
12962544,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1296267,1,0,0,0,2,1,0,1,0,0,0,0,0
12963141,1,0,0.261904762,6,12,1,1,0.869565217,0.130434783,189934,0,0,0
12965616,1,0,0.260416667,0,1,1,2,1,0,641480,0,0,0
1296649,1,1,0.28,7,4,1,2,0.3,0.7,106451,0,0,0
12967416,1,0,0.316666667,0,1,1,2,1,0,123000,0,0,0
12968316,1,1,0,2,1,1,0,0.714285714,0.285714286,0,0,0,0
12969786,1,1,0.227272727,5,2,1,5,0.75,0.25,15303128,0,0,0
12971847,1,0,0.47,0,3,1,0,1,0,0,0,0,0
1297213,1,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
1297311,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
1297337,1,0,0.333333333,3,4,1,1,0.769230769,0.230769231,125000,0,0,0
12973866,0,0,-888888888,4,2,1,0,0.777777778,0.222222222,0,0,0,0
12974439,1,0,0.154320988,0,1,1,0,1,0,0,0,0,0
12974454,1,0,0.153846154,8,5,1,1,0.91509434,0.075471698,277608,0,0,0
12974637,1,0,0,0,3,1,0,1,0,0,0,0,0
12975666,1,0,0.096774194,0,2,1,0,1,0,0,0,0,0
12976230,1,0,-888888888,12,5,1,0,0.904761905,0.095238095,0,0,0,0
12976881,1,1,0.24,1,2,1,1,0.833333333,0.166666667,1027693,0,0,0
12977142,1,0,0.666666667,0,1,1,1,1,0,110650,0,0,0
12977784,1,0,-888888888,0,1,1,0,0.7,0,0,0,0,0
12977787,1,0,0,0,1,1,2,1,0,661780,0,0,0
1297821,1,1,0.111111111,1,2,1,1,0,1,168000,0,0,0
12978435,1,0,0.25,30,6,1,0,0.647058824,0.352941176,0,0,0,0
1298019,1,0,0.03,0,1,1,0,1,0,0,0,0,0
12981408,1,0,0.136363636,6,2,1,0,0.714285714,0.285714286,0,0,0,0
1298157,-999999999,0,0.058823529,0,4,1,0,1,0,0,0,0,0
12981873,1,0,-888888888,1,4,1,0,0.9,0.1,0,0,0,0
12981975,1,1,0.21,3,3,1,2,0.727272727,0.272727273,100000,0,0,0
1298215,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
12982452,1,3,0.5,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12982524,1,1,0.666666667,10,3,1,2,0.615384615,0.384615385,775214,0,0,0
12983616,0,0,0.03,0,1,1,0,1,0,0,0,0,0
12984264,1,0,0,13,4,1,0,0.451612903,0.419354839,0,0,0,0
1298561,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12986517,1,0,0,0,1,1,0,1,0,0,0,0,0
12987642,1,0,0.4,0,4,1,0,0.941176471,0,0,0,0,0
12987966,1,0,0,1,9,1,1,0.972222222,0.027777778,157500,0,0,0
129880,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12988293,1,3,0.18,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12989766,1,0,0.184210526,16,3,1,2,0.483870968,0.516129032,30000,0,0,0
12991056,1,3,-888888888,-888888888,-999999999,-999999999,0,-888888888,-888888888,0,0,0,0
1299253,1,0,0,0,1,1,0,1,0,0,0,0,0
12994533,1,0,0.186666667,25,20,1,1,0.784482759,0.215517241,870000,0,0,0
12994740,1,0,0.380952381,0,1,1,0,1,0,0,0,0,0
12995037,1,0,0.186666667,24,20,1,3,0.794871795,0.205128205,2610000,0,0,0
1299801,1,0,0,0,1,1,0,1,0,0,0,0,0
129985,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12999192,1,3,0.179487179,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
12999330,1,0,0.380952381,1,2,1,0,0.5,0.5,0,0,0,0
13002309,1,0,-888888888,5,3,1,0,0.166666667,0.833333333,0,0,0,0
13004385,1,0,0.163333333,0,1,1,0,1,0,0,0,0,0
13006875,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
1300711,1,0,0.023333333,0,2,1,0,1,0,0,0,0,0
13007217,1,0,0.264705882,1,3,1,0,0.903225806,0.032258065,0,0,0,0
1300799,1,0,0,0,7,1,0,1,0,0,0,0,0
1301021,1,0,0.074074074,0,2,1,0,1,0,0,0,0,0
13011498,1,0,-888888888,1,3,1,1,0.75,0.25,798269,0,0,0
13011534,1,0,0,1,1,1,0,0.8,0.2,0,0,0,0
13011864,1,1,0.142857143,28,3,1,5,0.730769231,0.269230769,230000,0,0,0
13012767,1,0,0.111111111,9,1,1,57,0.953608247,0.046391753,679000,0,0,0
13013025,1,1,0.137931034,3,2,1,0,0,1,0,0,0,0
13015062,1,0,0.533333333,0,1,1,0,1,0,0,0,0,0
13016169,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
13016175,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1301669,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
13016832,1,0,0,0,3,1,2,0.911111111,0,659773,0,0,0
13016991,1,0,0.171052632,20,1,1,2,0.75,0.208333333,160167,0,0,0
13019394,1,0,0.294117647,0,1,1,0,1,0,0,0,0,0
130196,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1302081,1,0,0.103658537,0,1,1,0,1,0,0,0,0,0
13021011,1,0,0,3,2,1,2,0.692307692,0.230769231,46300,0,0,0
13021776,1,0,-888888888,23,3,1,0,0.680555556,0.319444444,0,0,0,0
1302337,1,0,0,0,1,1,3,1,0,2610000,0,0,0
13023696,1,0,0.263333333,0,2,1,0,1,0,0,0,0,0
1302465,1,3,-888888888,-888888888,0,1,0,-888888888,-888888888,0,0,0,0
13026591,1,0,0.5,8,2,1,68,0.957219251,0.042780749,739500,0,0,0
130292,1,0,0,0,1,1,1,1,0,790668,0,0,0
13029519,1,1,0.6,7,3,1,0,0.3,0.7,0,0,0,0
1302977,1,0,-888888888,0,4,1,0,1,0,0,0,0,0
13030311,1,0,0.083333333,0,3,1,0,1,0,0,0,0,0
1303153,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13031907,1,0,0.15,1,1,1,1,0.8,0.2,310309,0,0,0
13033263,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
13033506,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13035648,1,0,0,0,1,1,1,1,0,1349000,0,0,0
13036695,1,0,0.344827586,47,13,6,0,0.356164384,0.643835616,0,0,0,0
13037298,1,0,0,0,2,1,1,1,0,530759,0,0,0
13038684,1,0,0,2,5,1,1,0.933333333,0.066666667,1990000,0,0,0
13040037,1,0,0.33,0,2,1,1,0.909090909,0,100000,0,0,0
13041957,1,0,0.222222222,0,4,1,0,1,0,0,0,0,0
13042473,0,0,0.05,0,2,1,36,1,0,222641100,0,0,0
13044993,1,0,-888888888,4,2,1,0,0.955555556,0.044444444,0,0,0,0
13046736,1,0,0.153846154,0,2,1,2,0.9375,0,74603,0,0,0
13048038,1,1,-888888888,22,3,1,1,0.754385965,0.192982456,192343,0,0,0
13048350,1,0,0.186666667,1,4,1,0,0.947368421,0.052631579,0,0,0,0
13049478,1,0,0.166666667,2,2,1,1,0.916666667,0.083333333,23000,0,0,0
13049715,1,2,0.1,0,1,1,0,0,0,0,0,0,0
13049895,1,3,0.066666667,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1305027,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
1305039,1,0,0.283018868,0,1,1,0,1,0,0,0,0,0
13052799,1,0,0.074074074,0,1,1,0,1,0,0,0,0,0
13053027,1,1,0.1875,8,2,1,0,0.428571429,0.571428571,0,0,0,0
13054461,1,0,0,4,3,1,1,0.9375,0.041666667,129026,0,0,0
1305475,1,0,0.146788991,0,2,1,0,1,0,0,0,0,0
13055295,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13055424,1,1,0.132075472,13,3,1,3,0.862385321,0.119266055,762500,0,0,0
13055490,1,0,0.133333333,3,2,1,2,0.930232558,0.069767442,100000,0,0,0
13055841,1,0,-888888888,0,3,1,0,1,0,0,0,0,0
13057809,1,0,-888888888,0,-999999999,-999999999,0,1,0,0,0,0,0
13059039,1,3,0.142857143,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13059570,1,0,0.022727273,0,1,1,0,1,0,0,0,0,0
13059924,1,0,0.227272727,0,1,1,0,1,0,0,0,0,0
13062864,1,0,0,0,3,1,0,1,0,0,0,0,0
13063359,1,3,0.333333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1306347,1,0,0.108433735,0,3,1,0,1,0,0,0,0,0
13064529,1,1,0.272727273,1,2,1,2,0.8,0.2,643277,0,0,0
13064799,1,0,-888888888,0,1,1,0,1,0,0,0,0,0
13065129,1,0,0.1,4,1,1,0,0.826086957,0.173913043,0,0,0,0
13065408,1,3,0.166666667,-888888888,-999999999,-999999999,0,-888888888,-888888888,0,0,0,0
1306571,1,3,0.533333333,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1306639,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13067661,1,0,0.428571429,0,2,1,1,0.857142857,0,96425,0,0,0
1306775,-999999999,3,0.071428571,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13067784,1,0,0.173333333,1,2,1,0,0.857142857,0.142857143,0,0,0,0
1306925,1,0,0.063063063,0,2,1,0,1,0,0,0,0,0
13070442,1,0,0,0,1,1,3,1,0,463500,0,0,0
1307099,1,0,0.277777778,25,1,1,2,0.564516129,0.403225806,100000,0,0,0
13071390,1,0,0,2,1,1,0,0.875,0.125,0,0,0,0
1307173,1,0,0,1,3,1,1,0.958333333,0.041666667,120000,0,0,0
13073106,1,1,0.226666667,2,3,1,2,0.5,0.5,218221,0,0,0
13074810,1,3,0.166666667,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13075488,1,0,0.290322581,0,1,1,0,1,0,0,0,0,0
1307581,1,0,0,0,2,1,0,1,0,0,0,0,0
13076862,1,0,0.25,0,2,1,3,0.923076923,0,256795,0,0,0
13078056,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13078173,1,0,0.11627907,9,2,1,3,0.735294118,0.264705882,150000,0,0,0
13079994,1,0,0.3,3,11,1,1,0.953125,0.046875,61915,0,0,0
1308131,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
130822,1,0,0,0,1,1,6,1,0,7886456,0,0,0
13083603,1,0,0.406779661,0,-999999999,-999999999,0,1,0,0,0,0,0
13084314,1,0,0.325203252,7,3,1,0,0.655172414,0.24137931,0,0,0,0
13084809,0,1,0.07,29,1,1,0,0.71,0.29,0,0,0,0
13086015,1,0,1,5,4,1,0,0.857142857,0.142857143,0,0,0,0
13086495,1,0,0.192307692,9,1,1,0,0.357142857,0.642857143,0,0,0,0
130866,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13088730,1,0,0.327102804,4,7,1,3,0.866666667,0.133333333,125000,0,0,0
13088931,1,0,0.375,0,1,1,0,1,0,0,0,0,0
1309039,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
1309115,1,3,0.035087719,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13091214,1,0,0,0,4,1,1,0.9,0,997339,0,0,0
1309229,1,0,0,0,3,1,1,1,0,200000,0,0,0
13092618,1,0,0.307017544,6,1,1,0,0.571428571,0.428571429,0,0,0,0
13092678,1,0,0,2,2,1,1,0.943396226,0.037735849,23000,0,0,0
13094781,1,0,0,1,4,1,1,0.846153846,0.025641026,198940,0,0,0
13095282,1,1,-888888888,31,5,3,0,0.617283951,0.382716049,0,0,0,0
1309613,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
13096761,1,3,0,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13098300,1,1,0.46875,4,1,1,0,0,1,0,0,0,0
1309843,1,0,0.214285714,0,1,1,1,1,0,5690000,0,0,0
131033,1,3,-888888888,-888888888,1,1,0,-888888888,-888888888,0,0,0,0
13103787,0,0,0.223333333,7,5,1,0,0.578947368,0.368421053,0,0,0,0
13103811,1,0,0.260869565,0,1,1,0,1,0,0,0,0,0
1310393,1,0,0,0,1,1,1,1,0,80000,0,0,0
1310545,1,0,0,0,2,1,0,1,0,0,0,0,0
13106436,1,0,-888888888,0,2,1,0,1,0,0,0,0,0
